id,name_home,name_away,code_home,code_away,group,stadium,venue,datetime,headline,summary,summary_home,summary_away,goals_home,goals_away,attempts_home,attempts_away,on-target_home,on-target_away,off-target_home,off-target_away,blocked_home,blocked_away,woodwork_home,woodwork_away,corners_home,corners_away,offsides_home,offsides_away,ball_possession_home,ball_possession_away,pass_accuracy_home,pass_accuracy_away,passes_home,passes_away,passes_completed_home,passes_completed_away,distance_covered_home,distance_covered_away,balls_recovered_home,balls_recovered_away,tackles_home,tackles_away,blocks_home,blocks_away,clearances_home,clearances_away,yellow_cards_home,yellow_cards_away,direct_red_cards_home,direct_red_cards_away,indirect_red_cards_home,indirect_red_cards_away,fouls_committed_home,fouls_committed_away,referee_name,referee_conrtry,weather_description,weather_temperature,weather_windspeed,weather_humidity
300331525,Brazil,Switzerland,BRA,SUI,First stage - Group E,Rostov Arena,Rostov-On-Don,2018-06-17 21:00:00,Stubborn Swiss stifle Brazil,"Brazil looked all set to party at one stage but ended up trapped in Switzerland's intricate defensive web, with a 1-1 draw a fair result as the two sides made their Group E debuts at the 2018 FIFA World Cup Russia.Having dominated possession but without creating clear-cut chances, the tournament favourites took the lead after 20 minutes thanks to the kind of strike Philippe Coutinho has become known for: a spectacular curling drive from outside the box that curled right into the far corner of Yann Sommer's net.It looked as if the Rostov night would have a samba beat, but the Swiss had other ideas. Maintaining their intensity, they conjured up an equaliser just after the restart, with Steven Zuber nodding home from inside the six-yard box. The five-time world champions promptly lost their poise, and though they created some late chances, both their finishing and their play was slightly off key.","Brazil were unable to impose their style against very physical opponents. Neymar and his team-mates endured a tough evening and despite Coutinho's early strike it was not until the end of the game that their best chances came. That said, A Seleção never expected it to be an easy night.","Switzerland's fast start to the second half took everyone by surprise and got them back into the game following Brazil's impressive first-half display. Their continuous pressing prevented the South Americans from finding their rhythm again, and their showing after the restart will have the Swiss fans hoping there is more to come.",1,1,20,6,4,2,9,4,7,0,0,0,7,2,1,0,52,48,88,83,521,436,460,362,103,108,51,56,4,17,0,7,14,19,1,3,0,0,0,0,12,19,Ramos Cesar,MEX,partly cloudy night,25,16,27
300331499,Sweden,Korea Republic,SWE,KOR,First stage - Group F,Nizhny Novgorod Stadium,Nizhny Novgorod,2018-06-18 15:00:00,Sweden win on return to global stage,"Following an absence of 12 long years, Sweden marked their return to the FIFA World Cup in style in the opening match of Group F. The desire of Janne Andersson's charges was there for all to see as they emerged victorious over a disappointing Korea Republic.The Swedes were rewarded for an enterprising performance in which they created a series of goalscoring chances. As much due to their own profligacy as to the opposition backline, the hoards of Scandinavian fans in Nizhny Novgorod were made to wait until the second half before the deadlock was broken.The Taeguk Warriors conceded a penalty in the 65th minute following confirmation by VAR, and Swedish captain Andreas Granqvist shouldered the responsibility, coolly converting the resulting spot kick.Korea Republic pushed hard to find a way back into the game, but to no avail. Their disappointing series of results at the World Cup continues: they have now gone six matches without a win, a run that dates back to their victory over Greece in 2010.","Creating goalscoring chances had been the main concerns surrounding the Swedish team ahead of this game. Carving out opportunities would not prove to be the problem, as the players were clearly eager to prove their critics wrong, but the ball did not want to go in, and in the end it took a penalty kick to secure the three points. A strong start for Sweden showed that they prepared well for their return to the global stage.","A deserved defeat for Korea Republic, who were second best in all aspects of the game. They failed to create any clear opportunities, their defending was sloppy and their passing game lacked fluency. The team may be disappointed, but now the players need to regroup and prepare for the next game.",1,0,15,5,4,0,5,2,6,3,0,0,6,5,1,0,52,48,84,79,417,351,352,278,102,103,43,45,9,12,3,6,30,31,1,2,0,0,0,0,20,23,Aguilar Joel,SLV,partly cloudy,25,9,36
300331539,Belgium,Panama,BEL,PAN,First stage - Group G,Fisht Stadium,Sochi,2018-06-18 18:00:00,Belgium prevail over gritty Panama,"The first-half proceedings did not come as a major surprise, as Panama stuck together and worked for each other in building a wall that Belgium's talented individuals were unable to breach. Though lacking imagination, Les Diables Rouges still created the clearest chances, with Panama captain Roman Torres working wonders to put a dangerous cross from Kevin De Bruyne out for a corner with 22 minutes gone.Frustrated and empty-handed at the break, Romelu Lukaku, Eden Hazard and Dries Mertens returned reinvigorated, not least the Napoli man, who had the Belgium fans cheering when he fired a sumptuous volley past Jaime Penedo just two minutes into the second half. Having finally taken the lead, the men in red found their rhythm and the space in which to express themselves, with Lukaku getting in on the act. After opening his account with a header from a superb De Bruyne cross, he coolly clipped the ball home following a penetrating Hazard run. At last Belgium could breathe easy, their World Cup campaign safely under way. As for Panama, they will need to up their game when they take on England and Tunisia.","Belgium's individual strengths made up for their failings at a collective level, as they took control of a match without ever producing their best football. That said, winning when not at your best is an attribute that every great side possesses.","It was a match of two halves for Panama. After a promising opening 45 minutes, their man-to-man marking let them down in the second half, with Belgium taking full advantage to pick up the three points. Panama's lack of precision ultimately cost them dear.",3,0,15,6,6,2,7,4,2,0,0,0,9,3,1,3,61,39,89,82,544,317,483,260,102,100,41,38,1,6,0,2,12,29,3,5,0,0,0,0,17,18,Sikazwe Janny,ZAM,partly cloudy,24,12,71
300331554,Tunisia,England,TUN,ENG,First stage - Group G,Volgograd Arena,Volgograd,2018-06-18 21:00:00,England kick off campaign with hard-fought victory,"England snatched victory in the dying moments of their opening fixture against Tunisia at the 2018 FIFA World Cup Russia at the Volgograd Arena. Immediately establishing a firm hold on their encounter, Gareth Southgate's team created a series of excellent chances before Harry Kane scored the opener, reacting quickest to a rebound and slotting home from close range.Nevertheless, the north Africans refused to lose heart after conceding or even when their goalkeeper Mouez Hassan was forced off through injury shortly afterwards. The Eagles of Carthage remained organised and disciplined, putting pressure on England all over the pitch and patiently waiting for an opening. Their opportunity finally came when Kyle Walker committed a foul in the English penalty area, allowing Ferjani Sassi to level from the spot.In the second half, Tunisia sat deep and hardly created any promising chances, but captain Kane stepped up to the plate, heading home his second of the match in additional time, again from close range, to save the day for the Three Lions.","Despite a difficult start to the first half and conceding early on, Tunisia did not give up and tried to get back into the game. England were clearly the dominant side and played better football, but the Tunisians managed to level up from the spot. After half-time, the pace of the game dropped and Tunisia defended better than in the first half, a lot of credit for which goes to striker Fakhreddine Ben Youssef's selfless defensive work up front. However, the team missed out on the draw right at the end.","England turned a potentially miserable night in Volgograd into ecstasy thanks to Harry Kane's dramatic late winner. Their creativity in midfield and outstanding work rate helped them to battle back from a pending draw, punctuated by Kane's brace while set pieces will clearly be key to England's progression. Further positives for Gareth Southgate will include his side's work rate, Jesse Lingard's weaving between opposition lines and their quick reactions to counter-attacks, Harry Maguire's assured performance and Dele's persistence. Even so, after a string of missed chances in the first half, we expect finishing to be a key feature in training, back in Repino.",1,2,6,17,1,7,3,7,2,3,0,2,2,7,2,3,41,59,82,91,326,492,266,446,103,105,30,37,12,2,3,2,26,8,0,1,0,0,0,0,14,8,Roldan Wilmar,COL,clear night,24,7,17
300331550,Colombia,Japan,COL,JPN,First stage - Group H,Mordovia Arena,Saransk,2018-06-19 15:00:00,Japan stun Colombia to earn historic win,"In catching Colombia cold at the Mordovia Arena, Japan earned their first ever win over Los Cafeteros, avenging their 4-1 defeat to the same opponents at Brazil 2014, and picked up three precious points in their bid to advance from Group H.The game began at a frenetic pace, with Japan forcing a penalty that led to a red card for Colombia defender Carlos Sanchez allowing Shinji Kagawa to put the Asian side ahead from the spot. Cafetero coach Jose Pekerman shuffled his pack to give his side a chance of overcoming their numerical disadvantage and getting back into the game. Battling for every ball, Colombia captain Radamel Falcao earned the free-kick from which Juan Quintero equalised before half-time.Japan dominated the second half, creating a series of chances before Yuya Osako headed in the winner from a set-piece. This time there was to be no comeback, despite the arrival of James Rodriguez and Carlos Bacca on the pitch and a valiant late push by Los Cafeteros.","After having a man sent off and falling behind from the spot early on, Colombia regained their balance thanks to some midfield switches, probing down the flanks and ultimately pulling level. Los Cafeteros were made to suffer by their opponents in the second half, however, and having endured the toughest of starts Falcao and Co now have to ponder their approach to their next two matches.","Coach Akira Nishino's plans worked to perfection as the Samurai Blue got just the result they were hoping for. Pushed on to the back foot after taking the lead, the Japanese were unable to add to it on the counter and conceded an equaliser just before the break. Regaining control after the interval, they carved out several chances before making the points theirs.",1,2,8,14,3,6,1,5,4,3,0,0,3,6,2,1,41,59,82,87,352,565,290,491,93,101,40,46,15,16,3,4,22,24,2,1,1,0,0,0,15,9,Skomina Damir,SVN,sunny,27,12,38
300331545,Poland,Senegal,POL,SEN,First stage - Group H,Spartak Stadium,Moscow,2018-06-19 18:00:00,Teranga Lions roar to first African win at Russia 2018,"Senegal have recorded the first African win at the 2018 FIFA World Cup Russia, beating Poland 2-1 at the Spartak Stadium in Moscow. It evoked memories of their most recent World Cup campaign - their debut 16 years ago - in which they defeated holders France in Seoul in their opening match. The Poles are not quite as huge a scalp as Les Bleus, but the African side were underdogs nevertheless, and belied that status with their energetic performance. Idrissa Gueye's low drive was deflected into his own net by Thiago Cionek, but the Teranga Lions were good value for their lead. Mbaye Niang seized an opportunity in the hesitant Poland defence to round Wojciech Szczesny and double his side's advantage after the break.Grzegorz Krychowiak's decision-making was partly to blame for Senegal's second and he made some amends by reducing the arrears with a late goal. But it was ultimately in vain as Aliou Cisse's side held on to claim three points - their first World Cup win since Cisse captained the side to victory against Sweden in the Korea/Japan 2002 Round of 16.","The biggest worry for Poland before the game was whether their defence could keep out Senegal's attack without Kamil Glik, who is nursing a shoulder injury. Glik is called ""the boss of Polish defence"" and it proved impossible to find an adequate replacement for him today. Poland need to improve elsewhere too ahead of the clash against Colombia.","""We have talent that we want to show to the world,"" declared coach Aliou Cisse when his team landed in Russia. His side showed some of that ability against the higher-ranked Poles. They deserved their win against a team who were wasteful in front of goal. The only blemish for the Teranga Lions was that key players Idrissa Gueye and Salif Sane picked up yellow cards.",1,2,10,8,4,2,5,4,1,2,0,0,3,3,3,3,57,43,88,81,552,328,483,266,110,107,43,48,11,9,2,1,23,38,1,2,0,0,0,0,8,15,Shukralla Nawaf,BHR,cloudy,27,19,40
300331495,Russia,Egypt,RUS,EGY,First stage - Group A,Saint Petersburg Stadium,St. Petersburg,2018-06-19 21:00:00,Russia race on despite Salah consolation,"Russia's delight in their home FIFA World Cup continued after a hotly-contested clash with Egypt burst into life in the second half. After a frenetic opening period, lacking the chances the energy and endeavour warranted, Egypt captain Ahmed Fathi handed Russia a gift by deflecting into his own net - already the fifth own-goal at Russia 2018.Denis Cheryshev and Artem Dzyuba then repeated their opening-match heroics by netting twice in three minutes to extinguish almost all of Egypt's remaining hope. Mohamed Salah struck from the penalty spot, but the Pharaohs must rely on Saudi Arabia doing them a favour to keep their slender chance of progression alive.","After a very even and intense opening, the tide turned with those goals straight after the break. Although the first was bad luck for the Egypt captain, after that there was nothing fortunate about Russia's three-goal lead. Two great moves sealed the victory: a beautiful run and a pass from Mario Fernandes to help Cheryshev score his third of the tournament, before some great technique from Dzyuba in the box capped off the night. Salah may have jangled some nerves, but the victory was deserved.","It was a justified win for Russia and ultimately Egypt suffered a deserved defeat, having not produced what was necessary. Most of the players didn't perform as expected and the goals came from some naive defensive mistakes. Most importantly, the Egyptian team lacked the offensive courage needed. The performance did not reflect the importance of the game and leaves their second round hopes hanging by a thread.",3,1,11,13,3,1,5,8,3,4,0,0,7,4,0,0,47,53,76,81,380,438,289,356,115,110,59,41,9,11,4,3,47,29,1,1,0,0,0,0,11,10,Caceres Enrique,PAR,cloudy,15,14,83
300331511,Portugal,Morocco,POR,MAR,First stage - Group B,Luzhniki Stadium,Moscow,2018-06-20 15:00:00,"Ronaldo grabs winner, Morocco eliminated","Cristiano Ronaldo was the star man for Portugal at the 2018 FIFA World Cup for the second match running, scoring the winner against Morocco at the Luzhniki Stadium to eliminate the North Africans. After his hat-trick heroics against Spain in his side's opener claimed a single point, one goal was enough to secure all three today.Morocco played their part in an enthralling match, their vociferous fans cheering their side on for consistent waves of attack against the stern Portuguese defence. Younes Belhanda came closest for the Atlas Lions, but his header was superbly kept out by Rui Patricio.In the end, it was a decisive header from Ronaldo that claimed the win, his strike coming after just four minutes. Portugal will come up against a familiar face in Carlos Queiroz in their final Group B fixture, while Morocco will have purely pride to play for when they face Spain.","Portugal's first half was much more impressive than their second, not only for the Cristiano Ronaldo goal but for the fact that Fernando Santos's side applied more pressure to Morocco. The continuous Morocco pressing on the Portuguese midfield meant some difficulties for A Seleção das Quinas. Rui Patricio put in a superlative performance, with some great saves that helped secure the victory.","Morocco will leave the Luzhniki with plenty of regret. They created a number of opportunities without scoring, due to their lack of cutting edge up front. Renard's 4-3-3 tactic meant there was enough attacking threat, but placing Achraf Hakimi in an unfamiliar left-sided role ultimately proved costly with the Portuguese goal coming from that side. In the end, Portugal took revenge on Morocco for their victory at Mexico 1986.",1,0,10,16,2,4,4,10,4,2,0,0,5,7,1,1,47,53,76,77,387,466,293,359,105,107,49,66,13,17,2,4,36,16,1,1,0,0,0,0,19,23,Geiger Mark,USA,partly cloudy,20,24,33
300331530,Uruguay,Saudi Arabia,URU,KSA,First stage - Group A,Rostov Arena,Rostov-On-Don,2018-06-20 18:00:00,Uruguay seal their place in last-16,"Uruguay made sure of their place in the Round of 16 at the 2018 FIFA World Cup Russia after a 1-0 victory over Saudi Arabia in Rostov-on-Don.With the temperatures reaching 32°C, La Celeste had good reason to conserve their energy. They took the lead after 23 minutes, when Luis Suarez sidefooted into an empty net after Saudi goalkeeper Mohammed Alowais had tried and failed to claim a corner. After moving into pole position to qualify for the next round, the Uruguayans paced themselves, continuing to probe but without exerting themselves too much, despite the fact that a draw with Russia in their final game will leave them second in Group A.In the lead-up to the match, Saudi Arabia coach Juan Antonio Pizzi had urged his players to be competitive, putting the emphasis more on the right mindset than on strategy and tactics. He has reason to be satisfied despite their elimination. Though not the strongest side in the competition, the Saudis battled hard and had chances to score.","Uruguay made the most of their considerable defensive prowess and strength in the air to claim a win that did not come as easily as expected. Though they tried to kill the game off to avoid a nasty surprise, La Celeste were wayward in front of goal after Suarez's opener, which proved enough for a place in the next round along with Russia.","The team gave a better account of themselves than in their opening match. Despite conceding, the Saudi defence held the Uruguayan attack at bay for the rest of the game and enjoyed plenty of possession, without ever carrying a genuine goal threat.",1,0,13,8,4,3,6,3,3,2,0,0,3,4,1,2,47,53,88,86,521,590,456,510,101,100,43,45,6,11,2,3,19,14,0,0,0,0,0,0,10,13,Turpin Clement,FRA,sunny,32,10,26
300331496,IR Iran,Spain,IRN,ESP,First stage - Group B,Kazan Arena,Kazan,2018-06-20 21:00:00,Costa on target to give Spain victory,"IR Iran and Spain rounded off Matchday 2 in Group B, with La Roja securing a deserved 1-0 win to record their first victory at the 2018 FIFA World Cup Russia.Fernando Hierro made two changes to Spain's starting line-up following their opening match against Portugal, as Dani Carvajal and Lucas Vazquez respectively replaced Nacho and Koke. However, the Iberians struggled to break down a reshuffled Iranian defence that included Majid Hosseini in place of the injured Roozbeh Cheshmi. Indeed, Spain's first clear opening did not arrive until around the half-hour mark, when David Silva went close with a sideways scissor kick, before narrowly missing the target again just before the break with a deflected shot.The second half started brightly and Gerard Pique, earning his 100th cap for Spain, had a chance from a corner before Sergio Busquets tried his luck from the edge of the penalty area. Team Melli had a sight of goal at the other end of the pitch in the 53rd minute, but Karim Ansarifard's shot could only brush the side netting. Spain took the lead with their next attack a minute later, the ball ricocheting into the net off Diego Costa, who registered his third goal in two matches. Iran grew more adventurous after falling behind and Vahid Amiri almost levelled matters with a header that flew just over.","Iran initially set out to sit deep and play on the counter but were forced to change their tactics after Spain scored. They created a number of chances but were unable to convert any, leaving them ruing a dropped point.","Spain picked up a narrow win before going into their final Group B fixture against Morocco. Hierro's charges went up against a well-organised side with a solid backline, but took all three points thanks to their experienced midfielders and an in-form Costa.",0,1,5,17,0,3,5,6,0,8,0,0,2,6,2,1,30,70,69,89,219,805,152,718,106,105,50,35,17,5,8,0,48,14,2,0,0,0,0,0,14,14,Cunha Andres,URU,clear night,18,26,48
300331518,Denmark,Australia,DEN,AUS,First stage - Group C,Samara Arena,Samara,2018-06-21 16:00:00,"Denmark, Australia share the spoils","Denmark and Australia played in an evenly-fought, intense contest, ending in a 1-1 draw in their second match in Group C at the 2018 FIFA World Cup Russia in Samara.Christian Eriksen opened the scoring in the seventh minute when Nicolai Jorgensen laid off a well-placed pass for the Tottenham Hotspur star to beyond Socceroos keeper Mat Ryan.However a Yussuf Poulsen handball inside the Danish area - following a VAR review - presented Australia the break they need. Mile Jedinak converted the resulting penalty and a yellow card for Poulsen means he will miss Denmark's next match.With the high intensity continuing into the second period, both teams creating scoring opportunities, but to no avail. The result sees Australia end a run of four consecutive World Cup defeats, while Denmark are unbeaten in their last 17 games.","The Danes said before the game that they were keen on getting back to the free-flowing football that has characterised the team. And their ambitions of playing in a more relaxed fashion got a massive boost when Eriksen put them ahead after seven minutes. But when Australia equalised the confidence and energy slowly seemed to fizzle out of the Danish side. Apart from a Nicolai Jorgensen free header, the Danes (with Eriksen usually man-marked) struggled to create anything worthwhile, whereas the Aussies looked more dangerous with their direct approach.","A win would have given Australia a lot more confidence going into their last group game, but it's not over yet. The Socceroos have everything to play for in their next match against Peru. They still have the chance to progress to the round of 16 for the first time since 2006. Australia definitely had the Danes' measure in the second-half, with better positioning and more attacking play. Onto the next!",1,1,10,14,5,5,5,5,0,4,0,0,3,5,1,0,49,51,88,85,458,520,403,441,112,114,41,42,14,6,4,0,26,26,2,0,0,0,0,0,7,5,Mateu Antonio,ESP,sunny,24,25,32
300331527,France,Peru,FRA,PER,First stage - Group C,Ekaterinburg Arena,Ekaterinburg,2018-06-21 20:00:00,Mbappe sends France forward as Peru's hopes end,France needed a lone first-half strike from teenage sensation Kylian Mbappe to edge past Peru and end the South American's hopes of reaching Russia 2018's Round of 16. France's all-star side were made to work overtime before subduing a brave Peru in front of a buoyant South American-flavoured crowd.La Blanquirroja enjoyed good periods throughout the match and were outplayed only in the final quarter-hour of the first half. It was at that point that Mbappe broke the deadlock with a close-range tap-in. It proved enough for France to maintain their lead at the top of Group C and shore up a ticket to the last-16.Peru can consider themselves unlucky with Paolo Guerrero denied and Pedro Aquino hitting the post. Peru's campaign is now over after successive 1-0 defeats.,"France did the job that was required to qualify for the second round. Two matches, two victories and an ultimately satisfying performance, as well as an overall improvement on their first match. Didier Deschamps's pre-match tactical switches paid dividends.","Peru tried but stumbled again with a lack of attacking efficiency. After a first half where the opening minutes saw the Peruvian team outplay their rival, France became dominant for periods of the game. Looking keen when on the attack, veteran striker Paolo Guerrero found a Hugo Lloris who was bag in form blocking his way.",1,0,12,10,4,2,6,6,2,2,0,1,5,3,0,1,44,56,77,81,405,532,311,431,103,102,46,44,7,15,2,2,24,17,2,2,0,0,0,0,11,15,Mohammed Mohammed Abdulla,UAE,cloudy,12,21,79
300331513,Argentina,Croatia,ARG,CRO,First stage - Group D,Nizhny Novgorod Stadium,Nizhny Novgorod,2018-06-21 21:00:00,Croatia advance on a dark night for Argentina," Croatia advanced to the Round of 16 for the second time in their history after cruising to victory over Argentina. With Lionel Messi lacking in inspiration, *La Albiceleste *paid for their defensive frailties on a dark night and are now on the verge of exiting the competition. The eastern Europeans were content to sit back in the first half, aware that Jorge Sampaoli's side had the greater need to attack. Though Argentina tried to take the initiative and enjoyed the lion's share of possession, they were unable to convert it into chances, with Sergio Aguero and a visibly ill-at-ease Messi largely anonymous. And when the South Americans finally carved out a clear-cut opportunity, Enzo Perez contrived to shoot wide with the goal gaping. Showing more ambition after the restart, the Croatians promptly revealed the shortcomings of their opponents' rearguard. A penetrating presence on the right, Ante Rebic capped a fine display by capitalising on a Willy Caballero error with a superb finish. Sampaoli turned to his bench for an immediate solution, and though Gonzalo Higuain, Paulo Dybala and Cristian Pavon all showed flashes of inspiration after coming on, there was to be no revival. Taking full advantage of Argentina's lack of composure at the back, Luka Modric and Ivan Rakitic both scored to compound their misery.   ",A nightmare! That is what the match became for an Argentina side that lacked both the invention and the desire to turn their night around after falling behind to a costly goalkeeping error. Their hopes of reaching the knockout phase are now hanging by a thread.,"Another night to remember for Croatia. Argentina began the evening full of intent and dominating possession. Ante Rebic's volley from a goalkeeping error was followed by goals from Luka Modric and Ivan Rakitic, as the Vatreni recorded a first ever World Cup win over South American opposition. Coach Zlatko Dalic had described the match as a test for this generation of players, one they passed with ease.",0,3,10,15,3,5,3,6,4,4,1,1,5,2,3,3,58,42,81,80,505,372,408,296,101,104,35,34,19,13,4,4,24,19,3,4,0,0,0,0,15,23,Irmatov Ravshan,UZB,clear night,17,15,49
300331540,Brazil,Costa Rica,BRA,CRC,First stage - Group E,Saint Petersburg Stadium,St. Petersburg,2018-06-22 15:00:00,"Late show revives Brazil, eliminates Costa Rica","Brazil broke Costa Rican hearts as they snatched a last-minute 2-0 win in Saint Petersburg. While late goals from Philippe Coutinho and Neymar kick-start their 2018 FIFA World Cup Russia, back-to-back defeats have ended the Central Americans' hopes of progression.A Seleção controlled the game from start to finish, averaging two-thirds of possession while largely camped in the Costa Rican half. Chances were slim in the opening period, with the best falling to Los Ticos' Celso Borges as they threatened on the counter-attack.Brazil got their eye in after the break, though, finally fashioning the clear-cut opportunities they had been threatening. While Gabriel Jesus rattled the bar, it took until the start of stoppage time for Coutinho to pounce on a loose ball before Neymar side-footed home with virtually the final kick of the game.","Tite was creative with his substitutions and with them the team gained speed and offensive presence compared to the opening period, putting Costa Rica under heavy pressure. Brazil gave a terrific performance in the second half and were persistent enough to keep chasing the goal, finally being rewarded in dramatic style in stoppage time. What an ending!","A tactical game with some touches of 'Jogo Bonito' from both sides, ultimately Costa Rica knew the only way to stop Brazil's exceptional striking options was with experience and tactical discipline across the board. The introduction of Christian Bolanos gave them another rhythm after the break, with greater speed an attempt to provide some respite from the defensive onslaught. But Brazil are Brazil. They pushed as hard as they could and they were rewarded with two goals. Costa Rica performed well but fell agonisingly short against one of the tournament favourites. ",2,0,23,4,9,0,9,4,5,0,1,0,10,1,3,3,66,34,90,73,732,271,662,199,105,109,42,38,7,13,0,4,13,40,2,1,0,0,0,0,11,11,Kuipers Bjorn,NED,cloudy,19,19,70
300331497,Nigeria,Iceland,NGA,ISL,First stage - Group D,Volgograd Arena,Volgograd,2018-06-22 18:00:00,Musa brace brings Nigeria back into contention,"Nigeria got their first win of the 2018 FIFA World Cup Russia by beating tournament debutants Iceland 2-0 in Volgograd. The result means the race for second place in Group D will go down to the last game on 26 June. Ultimately, three teams will compete for a spot in the Round of 16 on the final day, with the Super Eagles still able to top the pool ahead of already-qualified Croatia.The hero of the match was undoubtedly Ahmed Musa, who came alive in the second half and played superbly, scoring both Nigerian goals. His first finish in particular will surely live long in the memory as one of the goals of the tournament: he controlled Victor Moses' cross with one touch, setting himself up for an unstoppable half-volley with his second. Both Musa's strikes were warmly received by the crowd at the Volgograd Arena, many of whom are familiar with the striker from his spells at CSKA Moscow.Interestingly, while the Super Eagles took control in the second half, in the first they failed to register a single shot on target on Hannes Halldorsson's goal. The Icelanders came close to narrowing the deficit towards the end of the match, but their main star Gylfi Sigurdsson spurned a glorious chance from the penalty spot.","Nigeria struggled to create clear-cut chances in the first half. After Ahmed Musa's two goals, Gernot Rohr's extremely young team gained a lot of confidence from their attacking efforts, however. This will help them for the crucial final game against Argentina on Tuesday. Nigeria have it in their own hands now to advance to the Round of 16. That's all they could have asked for.","After a good first half, Iceland seemed a little shell-shocked following the first goal they conceded. One of the team's most dangerous weapons, the long throw-in, turned against the Icelandic players and caught them off-guard. It was an up-hill battle after the goal and the Nigerians had the higher energy levels to close out the game.",2,0,16,10,4,3,6,6,6,1,1,0,6,5,1,0,58,42,84,75,473,291,399,218,100,106,40,46,6,10,1,6,39,28,1,0,0,0,0,0,9,10,Conger Matt,NZL,sunny,32,2,19
300340183,Serbia,Switzerland,SRB,SUI,First stage - Group E,Kaliningrad Stadium,Kaliningrad,2018-06-22 20:00:00,Shaqiri stuns Serbia to give Swiss hope,"Knowing that victory over Switzerland would have taken them into the last 16, Serbia made a fast start to the match. After causing Yann Sommer problems with his first header of the night, Aleksandar Mitrovic made no mistake with his second to put his side ahead with five minutes gone.Having done the hardest part, the Serbians wanted more. Driven on by Dusan Tadic, who was in inspired form down the right flank, they strove to extend their lead. The Swiss hung in, patiently putting moves together but without genuinely threatening. Blerim Dzemaili had their best chance half an hour in, forcing Serbia keeper Vladimir Stojkovic to push the ball clear.Rejuvenated after the break, the Swiss took just seven minutes to pull level, thanks to Granit Xhaka's sublime drive from outside the box. The angle of post and bar then denied Xherdan Shaqiri, though the diminutive Swiss forward would have the last laugh. Sprinting clear of the Serbian defence as injury time approached, Shaqiri planted the ball beneath the advancing Stojkovic to move his side into second place in the pool.","It was an assignment that was every bit as tough as Serbia expected. While Mladen Krstajic's side are unlikely ever to be outmuscled, they are not one of the quicker sides in the competition, a shortcoming that ultimately cost them the match. The Swiss exploited their lack of pace to perfection, not least the darting Shaqiri. There was, nevertheless, plenty for Serbia to be pleased about, with Mitrovic particularly impressive in the air. His performance will be just one of the reasons why they will go into their final group match against Brazil with hope.","The 2-1 win took a long time to materialise and was only secured in the closing stages, when Shaqiri pounced. The Serbians struggled all night long to contain the effervescent No23, whose goal was a just reward for his efforts. Up next for the Swiss are Costa Rica. It remains to be seen if coach Vladimir Petkovic will stick with the same 11 that has started both their matches so far, with Haris Seferovic having struggled in the first half here.",1,2,12,20,3,5,7,8,2,7,0,1,3,7,0,3,42,58,78,87,309,547,241,474,116,112,44,40,11,14,7,2,30,17,4,1,0,0,0,0,17,12,Brych Felix,GER,sunny,15,11,55
300331547,Belgium,Tunisia,BEL,TUN,First stage - Group G,Spartak Stadium,Moscow,2018-06-23 15:00:00,Belgium dazzle in seven-goal thriller,"Romelu Lukaku and Eden Hazard each scored twice and substitute Michy Batshuayi added a deserved fifth as Belgium cruised past Tunisia to edge closer to a place in the Round of 16.Lukaku's clinically taken brace, coming in the wake of a double against Panama in the Red Devils' opening match, established him as Belgium's most prolific scorer at a single FIFA World Cup. Hazard kicked off the scoring by opening his account at Russia 2018 in the sixth minute from the penalty spot, before Lukaku doubled the Red Devils' lead after 16 minutes with an angled left-foot finish.The Carthage Eagles pulled a goal back courtesy of a Dylan Bronn header but Lukaku then made it 3-1 in first-half stoppage time with a dinked finish to convert Thomas Meunier's clever through ball. Hazard then got his second in the 51st minute of a thrilling contest from a defence-splitting Kevin de Bruyne pass before Belgium substitute Batshuayi and Tunisia skipper Wahbi Khazri rounded off the scoring.The North Africans' World Cup hopes now hang by a thread and they will need Panama to beat England in tomorrow's match to stand any chance of continuing in this competition.","Belgium imposed themselves on this game, taking control of the play and clinically converting their chances. They looked to kill the contest quickly and counted on their individual attacking stars to do that. The defence and the midfield also kept their shape despite Tunisia's early pressing. The Red Devils are living up to expectations.","Tunisia actually fared well in the first half despite conceding three goals, with Belgium's third coming somewhat against the run of play. But the early goal in the second half finished off the Carthage Eagles and they never recovered from that blow. Belgium thoroughly deserved their victory.",5,2,23,15,12,5,8,6,3,4,1,0,5,2,3,3,52,48,84,82,468,477,391,392,104,102,44,37,4,10,4,4,16,17,0,1,0,0,0,0,12,13,Marrufo Jair,USA,partly cloudy,28,12,64
